"miRNA","mRNA","correlation"
"hsa-mir-381","ENSG00000277494",0.401257800991351
"hsa-mir-125b-2","ENSG00000276409",0.401251714397018
"hsa-mir-99a","ENSG00000163145",0.401249675094176
"hsa-mir-381","ENSG00000261625",0.401247146303459
"hsa-mir-337","ENSG00000143196",0.401212702265219
"hsa-mir-99a","ENSG00000182836",0.401184933582454
"hsa-mir-30a","ENSG00000142945",-0.401112147576444
"hsa-mir-379","ENSG00000163145",0.401095926251783
"hsa-mir-758","ENSG00000120129",0.401091564270007
"hsa-mir-99a","ENSG00000135424",0.401007848848036
"hsa-mir-190b","ENSG00000138180",-0.400987429018394
"hsa-mir-125b-1","ENSG00000113578",0.400974398767103
"hsa-mir-381","ENSG00000120129",0.400964047641461
"hsa-mir-5683","ENSG00000164946",0.400851738039587
"hsa-mir-143","ENSG00000183722",0.400790537634704
"hsa-mir-934","ENSG00000149596",0.400770561142206
"hsa-mir-337","ENSG00000137727",0.400744135852962
"hsa-mir-381","ENSG00000105974",0.400735487806299
"hsa-mir-204","ENSG00000172987",0.400723564628547
"hsa-mir-139","ENSG00000078549",0.400697055581377
"hsa-mir-519a-1","ENSG00000109846",0.400667044856649
"hsa-mir-379","ENSG00000277494",0.400653926660612
"hsa-mir-379","ENSG00000156298",0.400627776646278
"hsa-mir-5683","ENSG00000240583",0.400627241238602
"hsa-mir-224","ENSG00000176532",-0.400621231211206
"hsa-mir-379","ENSG00000261327",0.40061777156116
"hsa-mir-135b","ENSG00000256612",-0.400563559633662
"hsa-mir-34c","ENSG00000277494",0.400562438597362
"hsa-mir-1247","ENSG00000183722",0.400547867046034
"hsa-mir-758","ENSG00000102802",0.400536660036024
"hsa-mir-139","ENSG00000128918",0.400534637121861
"hsa-mir-223","ENSG00000179921",0.400433008501256
"hsa-mir-381","ENSG00000149575",0.400351600608837
"hsa-let-7c","ENSG00000162706",0.400318995690769
"hsa-mir-5683","ENSG00000131471",0.400315986722596
"hsa-mir-379","ENSG00000241644",0.400302273772951
"hsa-mir-99a","ENSG00000101938",0.400283866973375
"hsa-mir-432","ENSG00000187260",0.400201994662769
"hsa-mir-30a","ENSG00000121621",-0.400196075176268
"hsa-mir-135b","ENSG00000226329",0.400172278607655
"hsa-mir-934","ENSG00000285417",0.400012558523395
