"gene","log2FC","padj"
"ENSG00000163704",-1.63727967201479,3.29577417081598e-51
"ENSG00000249306",-4.02367498281052,4.25844371475255e-51
"ENSG00000080608",1.02843959865253,4.5048293476795e-51
"ENSG00000213866",1.20436139546666,4.73197967354153e-51
"ENSG00000197594",-1.73925396405685,4.75416843221005e-51
"ENSG00000166246",-1.64685780989896,4.9642338906212e-51
"ENSG00000202522",-3.16905891003112,5.43768392347032e-51
"ENSG00000185640",3.67667379859266,6.67434782288272e-51
"ENSG00000168306",-2.54619119649219,7.24837865128102e-51
"ENSG00000146090",3.35308604468646,7.42088260760839e-51
"ENSG00000197329",1.24268055238144,8.25232892262103e-51
"ENSG00000176692",2.37980235639846,8.92356320306325e-51
"ENSG00000075618",1.73735524730914,1.03172470819136e-50
"ENSG00000111845",0.957046958736409,1.11533723586518e-50
"ENSG00000163617",-1.07911265785797,1.12319630752315e-50
"ENSG00000168301",-1.56336092898163,1.35966510651796e-50
"ENSG00000170871",-0.964252169885958,1.71648048007223e-50
"ENSG00000139629",-1.90802321694666,2.07598903517691e-50
"ENSG00000261664",-1.95667849964204,2.30409398391816e-50
"ENSG00000251095",-3.36776054511763,2.44057710324133e-50
"ENSG00000113558",-0.758752833288019,2.81266942012528e-50
"ENSG00000266010",2.49426669796087,2.81426568595282e-50
"ENSG00000277022",-3.072876295338,2.85196090501996e-50
"ENSG00000143401",1.42471157951047,3.14246521271812e-50
"ENSG00000131781",-2.11307760417998,3.1870742661756e-50
"ENSG00000089177",-1.33527244233544,3.30319883335828e-50
"ENSG00000120647",1.06975342834826,3.30931927611787e-50
"ENSG00000269867",-1.47977229068463,3.34626627041934e-50
"ENSG00000154153",-1.89735824474227,4.04505939227697e-50
"ENSG00000259964",-3.81636479741759,5.40184299308491e-50
"ENSG00000218357",-4.09146320151046,6.13252886841911e-50
"ENSG00000168993",-1.88290872111595,6.28572033252154e-50
"ENSG00000181031",-1.53327179894288,6.39822302333121e-50
"ENSG00000135638",-3.46912981688397,6.43955204004726e-50
"ENSG00000109062",-1.6448995321192,6.83412176309802e-50
"ENSG00000134107",-1.24451229239151,1.03223296391263e-49
"ENSG00000164326",-9.6000061789356,1.1417355008519e-49
"ENSG00000240216",-3.72623403383353,1.17876673713137e-49
"ENSG00000170091",-4.08385043202095,1.19664966525511e-49
"ENSG00000175183",1.68315834418939,1.48196362631189e-49
"ENSG00000176597",2.12508068643011,1.48501340639421e-49
"ENSG00000135773",-2.50156518579948,1.60208705000477e-49
"ENSG00000142973",-3.05639793285554,2.40156043000578e-49
"ENSG00000134020",-3.4039214262486,2.40212685533826e-49
"ENSG00000132570",-0.862809009833985,2.77115821465577e-49
"ENSG00000118564",-0.792881910286961,2.96692474459158e-49
"ENSG00000198251",-5.03121076336787,2.99941396061543e-49
"ENSG00000197748",-1.8537066186627,3.36578268577269e-49
"ENSG00000145451",-4.90456939749295,3.38274571860247e-49
"ENSG00000228133",-3.5085268806499,3.49524646406462e-49
"ENSG00000268100",-4.5617661532924,3.52725092379908e-49
"ENSG00000113719",-1.04049937163042,4.02376180203626e-49
"ENSG00000138764",-1.16638452762757,4.66282975132244e-49
"ENSG00000148468",1.89989326141385,5.43440467563963e-49
"ENSG00000099812",-2.18584386819173,7.92062960955901e-49
"ENSG00000150628",-2.64382144157049,7.97939326517798e-49
"ENSG00000106927",-2.79596959322009,8.30191328068709e-49
"ENSG00000198342",-1.26185421103499,8.86044180257542e-49
"ENSG00000240521",-6.7535093258694,9.72352526154309e-49
"ENSG00000204511",-5.80625048437834,1.00018275128486e-48
"ENSG00000196507",-1.55313807351749,1.16942241577448e-48
"ENSG00000104237",-2.93602318842391,1.17113904083501e-48
"ENSG00000086475",0.838937045820089,1.28302443199548e-48
"ENSG00000278908",-3.4598442369283,2.1399303839231e-48
"ENSG00000100604",-5.5367808030122,2.18034000201165e-48
"ENSG00000249231",-4.22392031624767,2.20119621523226e-48
"ENSG00000149582",-1.31486407412117,2.39540043083516e-48
"ENSG00000156050",-1.26626957570556,2.78694578907715e-48
"ENSG00000186160",-4.21440426303077,3.12822333331171e-48
"ENSG00000111057",-1.51821107146145,3.17974927430142e-48
"ENSG00000130826",0.848050673561246,3.31260945993128e-48
"ENSG00000139160",-0.897600924172382,3.3916142636213e-48
"ENSG00000248008",-0.874783043320441,3.99607020281368e-48
"ENSG00000204160",0.746386954854918,4.13902026256639e-48
"ENSG00000126562",-2.87784466728146,4.20062964791359e-48
"ENSG00000081985",3.00750644273971,4.88174180881407e-48
"ENSG00000259977",-4.49109788234727,4.93958347705112e-48
"ENSG00000146013",3.47376908253073,6.27785437977244e-48
"ENSG00000150995",-1.70431560786439,7.09157289643954e-48
"ENSG00000109618",-0.878530379924526,7.40734780015451e-48
"ENSG00000171793",1.17776043604931,7.57715112615013e-48
"ENSG00000170369",-2.8011000658241,7.57998015411667e-48
"ENSG00000217128",-0.974814819897049,7.7195419943884e-48
"ENSG00000140025",-0.931868633842248,7.85295532610186e-48
"ENSG00000287826",-3.8287908643169,8.84779746105265e-48
"ENSG00000159110",1.04132583225422,1.16186261553752e-47
"ENSG00000163694",-1.01277054944627,1.16565828394738e-47
"ENSG00000100427",3.31415919919482,1.18538129112581e-47
"ENSG00000131773",1.69387685056667,1.20130681601426e-47
"ENSG00000134874",1.43701582632031,1.21708769147988e-47
"ENSG00000237248",1.78710220759077,1.2308475470587e-47
"ENSG00000144481",3.84347041033821,1.24123499947808e-47
"ENSG00000244405",1.34536811183929,1.2447961205829e-47
"ENSG00000184661",1.76319526855357,1.48446183135189e-47
"ENSG00000232415",-2.46180744267337,1.9700260501245e-47
"ENSG00000184154",-1.10168135495368,2.08627732892951e-47
"ENSG00000267009",-1.9949679640053,2.16663969453748e-47
"ENSG00000270547",2.37288813068886,2.44816462159539e-47
"ENSG00000169570",-0.956636698130639,2.594049381139e-47
"ENSG00000173960",0.74688477786579,2.6112170894743e-47
"ENSG00000131831",-1.98164782113836,2.62899347843463e-47
"ENSG00000236616",-4.23478856836074,2.79747167865187e-47
"ENSG00000214782",-4.25119052197549,2.95052280979864e-47
"ENSG00000240253",-4.73768634639562,2.95052280979864e-47
"ENSG00000086548",-3.60738656871067,3.19354840465879e-47
"ENSG00000249459",1.32611676288963,3.21899353311572e-47
"ENSG00000152642",-1.25802985365983,3.26040771281282e-47
"ENSG00000152455",1.08922626834492,3.27988605376101e-47
"ENSG00000073756",2.88954802712702,4.45490386836861e-47
"ENSG00000286935",-4.93920635577906,4.4576141469403e-47
"ENSG00000137309",1.32404266598884,4.87744364994641e-47
"ENSG00000120254",1.50434888107111,4.92665202439218e-47
"ENSG00000157766",2.41631747951369,4.99724938499278e-47
"ENSG00000144228",-1.09023780982448,5.08421708838571e-47
"ENSG00000183431",0.628523767897885,5.40968774170695e-47
"ENSG00000186260",-1.17106976763761,5.56036836893734e-47
"ENSG00000238178",-3.49194455381028,6.22977478444561e-47
"ENSG00000260219",-1.49443660814229,6.93470480612086e-47
"ENSG00000278683",-3.58404196760266,6.93470480612086e-47
"ENSG00000112996",-1.97476922039325,7.31815577920611e-47
"ENSG00000183943",1.54428665005523,7.41891903113562e-47
"ENSG00000183831",2.11374825983563,9.67933214794902e-47
"ENSG00000187535",-1.15645826285383,1.04199051065715e-46
"ENSG00000280187",-1.15906041391132,1.04207475448315e-46
"ENSG00000182175",2.15812837960632,1.05387699389212e-46
"ENSG00000274173",-1.47257623234523,1.1655367693862e-46
"ENSG00000142864",0.695972520126159,1.17302567196967e-46
"ENSG00000117013",2.34338973501596,1.27851584737224e-46
"ENSG00000133835",-0.904334965144134,1.27851584737224e-46
"ENSG00000073464",1.97922169065334,1.3182471310307e-46
"ENSG00000183520",0.690318860102825,1.36314209259106e-46
"ENSG00000119938",-2.30143301367981,1.52428054073272e-46
"ENSG00000213424",-3.07144376854413,1.62832988376956e-46
"ENSG00000110693",2.46226695360284,1.66755972096223e-46
"ENSG00000148459",1.10412442293153,1.76576124138433e-46
"ENSG00000175895",-1.27477628229713,1.99563985164046e-46
"ENSG00000181751",-1.32698523603195,2.03572030662239e-46
"ENSG00000185008",-3.49814565731373,2.34439291132361e-46
"ENSG00000152700",-0.795969451336252,2.3462684751853e-46
"ENSG00000229028",-4.5231302433473,2.58646224681166e-46
"ENSG00000176563",-1.75018945882272,2.79656206218779e-46
"ENSG00000010292",1.10419590978164,2.87491887378196e-46
"ENSG00000151287",1.06691391287314,3.23833690002143e-46
"ENSG00000135919",1.70602701995581,3.33721849042434e-46
"ENSG00000205592",-4.20159963980872,3.37539208320252e-46
"ENSG00000100302",2.01984536085387,3.8890971890108e-46
"ENSG00000175592",2.2726111435992,4.03153702176438e-46
"ENSG00000113356",1.32237508441545,4.0847761117366e-46
"ENSG00000248399",-2.78219095136478,4.16181833465958e-46
"ENSG00000133069",2.18700625361599,4.18485836723075e-46
"ENSG00000124839",-1.38218180555164,4.35011923103699e-46
"ENSG00000170935",-2.48184909665478,4.38593859208528e-46
"ENSG00000156096",-5.46244950367404,4.63475135421375e-46
"ENSG00000162607",0.984747070764671,4.98946844241503e-46
"ENSG00000250643",-3.06372714122876,5.2684381536163e-46
"ENSG00000101425",3.56452253907305,5.34410950049796e-46
"ENSG00000179709",-4.5269834046774,7.08139396972412e-46
"ENSG00000186684",2.77803921586603,7.5491098209003e-46
"ENSG00000145743",-0.873861873105748,7.74278601720214e-46
"ENSG00000160307",2.88316115786972,7.74278601720214e-46
"ENSG00000121380",2.40753542537086,8.58494273155022e-46
"ENSG00000167608",-1.38435594737426,8.99923530443474e-46
"ENSG00000139644",-0.760958509320831,9.35580706136688e-46
"ENSG00000105821",0.677323383507294,9.5547195558814e-46
"ENSG00000088543",-1.28295131735493,9.64637810933097e-46
"ENSG00000256357",-4.65576299721375,9.93491358890556e-46
"ENSG00000184216",1.06082162855713,1.1415958591328e-45
"ENSG00000129625",-0.927761345150036,1.20015980079714e-45
"ENSG00000254615",2.16470578573709,1.30074109409287e-45
"ENSG00000173546",1.64469293621209,1.30292820351164e-45
"ENSG00000225154",-4.35596538662668,1.35208811251182e-45
"ENSG00000170324",-2.73655034519835,1.35719493138697e-45
"ENSG00000158164",2.61734143519663,1.6722397181618e-45
"ENSG00000198466",-1.37309672784392,1.7141529623172e-45
"ENSG00000253348",2.99537456052481,1.7141529623172e-45
"ENSG00000235750",-1.30435605003743,1.89384798896504e-45
"ENSG00000135111",-1.73398540563342,2.08224403013237e-45
"ENSG00000249042",-1.10593893504166,2.10005563178476e-45
"ENSG00000283703",-2.92324462142631,2.10850427026272e-45
"ENSG00000035141",0.818030419823883,2.17429810764958e-45
"ENSG00000186834",-0.949472670941701,2.18639574497369e-45
"ENSG00000138449",-2.29612448665597,2.35120293577797e-45
"ENSG00000249599",-4.45212813596409,2.57814080945389e-45
"ENSG00000282728",-2.59933096653595,3.19873552414891e-45
"ENSG00000288585",-2.22954320780989,3.24575985930674e-45
"ENSG00000107937",0.932386824516391,3.68108406753706e-45
"ENSG00000136943",2.10893819263479,3.75977496602069e-45
"ENSG00000033170",-1.26974743729362,3.8040338832011e-45
"ENSG00000140522",4.59605098691914,3.87560810194517e-45
"ENSG00000119787",1.04629964334979,3.9457310145425e-45
"ENSG00000111319",-1.78034400679559,4.03619108821104e-45
"ENSG00000287258",-3.16733187583865,4.24946891399865e-45
"ENSG00000148396",-0.836302324980828,4.37570974487538e-45
"ENSG00000164252",-0.596258413067372,4.51544201847389e-45
"ENSG00000118242",-1.0397551911963,4.55679324264148e-45
"ENSG00000145220",0.856857095534957,4.67092463349743e-45
"ENSG00000273062",-1.83030109371902,4.67092463349743e-45
"ENSG00000237053",-3.59154142806099,4.70392395623714e-45
"ENSG00000164296",-0.690154270617946,5.1931034872596e-45
"ENSG00000136935",-0.613226711761985,5.22892330729303e-45
"ENSG00000164675",-2.15208803970219,5.40390337469184e-45
"ENSG00000139292",3.0883290921409,5.49747327454134e-45
"ENSG00000197776",-1.19236857851246,5.53399233269252e-45
"ENSG00000187492",-3.71374751857454,5.81299848575966e-45
"ENSG00000204446",2.73012710155271,6.06855408757599e-45
"ENSG00000118702",-5.14619513041938,6.13826094855258e-45
"ENSG00000198643",3.3043535254895,6.27561786297087e-45
"ENSG00000054392",-1.19190640114472,6.34689779455636e-45
"ENSG00000005302",0.738696514639383,7.42800218513705e-45
"ENSG00000117479",-1.39154886338989,7.77517277564938e-45
"ENSG00000148835",0.786205369110201,7.93116195235456e-45
"ENSG00000184675",1.17606122731789,7.99433788918713e-45
"ENSG00000013288",-0.81451622117546,8.24362144332457e-45
"ENSG00000278570",-2.18991093416598,8.29301170497486e-45
"ENSG00000179627",-1.16799684934442,8.39247247750998e-45
"ENSG00000214456",-2.58945063577127,9.37726796854327e-45
"ENSG00000250244",-3.4805871157191,9.42806864864247e-45
"ENSG00000144681",2.43165976431467,1.04042470570609e-44
"ENSG00000148484",1.0332371442516,1.08876309485854e-44
"ENSG00000261776",-7.21388917552559,1.08876309485854e-44
"ENSG00000170419",-5.75455256398756,1.32950047445638e-44
"ENSG00000165548",-1.8195791450296,1.3352082654269e-44
"ENSG00000164403",-2.60131399937646,1.7266624450063e-44
"ENSG00000196591",0.934418933554716,1.77568733409261e-44
"ENSG00000131876",0.875010662491869,2.02886150720048e-44
"ENSG00000117632",1.31094738528251,2.04374531172666e-44
"ENSG00000115257",-1.81119087824326,2.0539447525772e-44
"ENSG00000143815",1.19142776048449,2.33304406784916e-44
"ENSG00000198589",-1.20648693435628,2.3462592346769e-44
"ENSG00000155966",2.07919013764062,2.37181716478241e-44
"ENSG00000198053",1.1901616109433,2.43289234567767e-44
"ENSG00000134690",1.45853170634548,2.49248657783166e-44
"ENSG00000141744",-3.44798385923765,2.72815799494607e-44
"ENSG00000155511",-4.18789159597955,2.85531047232753e-44
"ENSG00000169764",0.755854167424838,2.85935354336154e-44
"ENSG00000171962",-1.43193142351896,2.88570391033399e-44
"ENSG00000039139",-2.04908236326064,3.08248578010894e-44
"ENSG00000271850",-2.59415057421722,3.23251511687835e-44
"ENSG00000115009",2.57650951477347,3.29024531647901e-44
"ENSG00000099901",0.911886010011798,3.31485496015923e-44
"ENSG00000272323",-1.23486750927993,3.64023995053107e-44
"ENSG00000151465",0.856963305791135,4.0033328943287e-44
"ENSG00000152380",-1.0196926752904,4.70858255963105e-44
"ENSG00000254080",-5.94466746397616,4.70858255963105e-44
"ENSG00000205794",-2.27959459310186,5.31918539372518e-44
"ENSG00000111199",1.63478722078811,5.33690627807378e-44
"ENSG00000116455",0.696635532579701,5.63686717056114e-44
"ENSG00000164086",0.861074938899914,5.74157203747924e-44
"ENSG00000250740",-2.90719195376662,5.98084546944655e-44
"ENSG00000267690",-2.94060028461524,6.2507100236375e-44
"ENSG00000251429",-2.09018742022696,6.40479320267042e-44
"ENSG00000134324",1.36123915072612,7.35360042971502e-44
"ENSG00000106780",-1.31870342492964,7.86395785196718e-44
"ENSG00000227036",2.3058765736238,1.13184885652458e-43
"ENSG00000135549",-1.99449093229785,1.19173115353378e-43
"ENSG00000255606",-3.07254660664422,1.23813522141755e-43
"ENSG00000249064",-2.51194425340802,1.28203412578736e-43
"ENSG00000255367",-2.69932944840618,1.43368934888742e-43
"ENSG00000100867",-3.98784576159052,1.43851586917393e-43
"ENSG00000124134",2.73341050438635,1.50315943989797e-43
"ENSG00000117480",-1.23876318146444,1.55804847237829e-43
"ENSG00000109586",-1.4828288394677,1.56220003924738e-43
"ENSG00000205838",-1.60257447592663,1.64258257659601e-43
"ENSG00000160213",1.29424602069293,1.74001557100732e-43
"ENSG00000160460",-1.98242569157487,1.78041916823022e-43
"ENSG00000141519",-1.3610002727965,1.90396998984348e-43
"ENSG00000218713",-3.33906372882451,1.96272954636355e-43
"ENSG00000074800",1.11189037296088,3.39317968326839e-43
"ENSG00000280217",-4.54346086561985,3.59508197089162e-43
"ENSG00000110484",-4.33158743760957,3.73173029311028e-43
"ENSG00000135821",-1.19250476041769,4.11844302221881e-43
"ENSG00000112981",-2.06286904543851,4.48599941233771e-43
"ENSG00000225431",3.15688986192506,4.57245944145224e-43
"ENSG00000237574",-4.55942708931761,4.65753948182206e-43
"ENSG00000130561",-2.76276442698413,4.79052850216153e-43
"ENSG00000167964",-1.83919151791394,5.19875548527541e-43
"ENSG00000196230",0.831129940372974,5.37382024349907e-43
"ENSG00000104783",2.10455985262136,5.49665629087016e-43
"ENSG00000147324",1.03089872525816,5.77849231312553e-43
"ENSG00000121775",0.79123162851705,6.27757765052783e-43
"ENSG00000287071",-2.29586956455813,6.60305164497816e-43
"ENSG00000163631",-3.62107317215383,6.73040940806116e-43
"ENSG00000165118",-0.846367679136645,6.74300383795124e-43
"ENSG00000131044",-2.00371425624585,7.22043128939059e-43
"ENSG00000001617",-1.10403991964788,7.6470399147037e-43
"ENSG00000173011",-0.673055636294823,8.89617798424793e-43
"ENSG00000143621",0.813473493333632,1.00206194224454e-42
"ENSG00000163918",1.03828901956381,1.0066228935432e-42
"ENSG00000158457",1.33055419620853,1.01224947239706e-42
"ENSG00000167186",-0.793816249309953,1.02128701231487e-42
"ENSG00000182545",2.36082452375728,1.08757317542711e-42
"ENSG00000256673",1.8426653105821,1.15470368249358e-42
"ENSG00000241359",-3.02255210259689,1.34769193381942e-42
"ENSG00000272476",1.18310055770533,1.36071393402564e-42
"ENSG00000228613",-2.12688661208329,1.44192082394864e-42
"ENSG00000135045",1.12640932939063,1.473232549759e-42
"ENSG00000180346",0.982667618285278,1.66152532617377e-42
"ENSG00000272269",1.4957765971039,1.68989005510809e-42
"ENSG00000185104",0.614091925719831,1.74615954022674e-42
"ENSG00000254035",1.73192571199895,1.78298440432019e-42
"ENSG00000272192",1.76773240233328,1.97914149794041e-42
"ENSG00000270177",-1.23310920935529,1.99539424720633e-42
"ENSG00000083838",-0.861973444150894,2.11254699831377e-42
"ENSG00000203760",1.75866105175275,2.5360772830209e-42
"ENSG00000111716",1.92596936930984,2.56037109624176e-42
"ENSG00000147065",1.07407534429656,2.60562951598858e-42
"ENSG00000186952",-1.90965366192638,2.63146815213464e-42
"ENSG00000259345",-2.32397238027428,2.64539840089353e-42
"ENSG00000140332",-0.82252862715123,2.92760349142998e-42
"ENSG00000197943",1.37004834808395,2.98093958211961e-42
"ENSG00000159214",-1.19956082276185,3.11928859478583e-42
"ENSG00000187123",-2.25439737495164,3.18378278063918e-42
"ENSG00000287331",-2.66232006872347,3.26409462812567e-42
"ENSG00000113163",-0.761397142379126,3.42643828264252e-42
"ENSG00000106236",2.32847560027501,3.44177890704232e-42
"ENSG00000214290",2.0598447908539,3.61931218057531e-42
"ENSG00000231167",1.24468945935816,3.70642167632712e-42
"ENSG00000188452",-2.50778452917657,4.11522844320194e-42
"ENSG00000168806",-0.734675103964081,4.18332902138816e-42
"ENSG00000174498",-3.23887241248557,4.18332902138816e-42
"ENSG00000175727",0.894890160483266,4.23306620301032e-42
"ENSG00000262119",-3.98420457176275,4.26551444028411e-42
"ENSG00000163975",2.06950553414766,4.35423487634653e-42
"ENSG00000118655",0.790267873045762,4.37985550020308e-42
"ENSG00000197410",2.72750471521656,4.47216680405286e-42
"ENSG00000102900",0.826728468094329,4.58356911337663e-42
"ENSG00000135069",2.71246286669236,4.83165400689358e-42
